title,text,tags,URL
У суботу, 15 січня, на Черкащині прогнозують хмарну погоду, подекуди можливий сніг. Про це інформує «Синоптик». З ранку й до вечора у Черкасах небо буде…,У суботу, 15 січня, на Черкащині прогнозують хмарну погоду, подекуди можливий сніг. Про це інформує «Синоптик». З ранку й до вечора у Черкасах небо буде…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkashchina/pogoda-na-cherkashhini-15-sichnya-blizko-nulya/,
Із 17 до 28 січня у деяких черкаських будинках відключать гаряче водопостачання. Серед них – дитсадки та школа. Про це повідомили в пресслужбі «Черкаситеплокомуненерго». Причина…,Із 17 до 28 січня у деяких черкаських будинках відключать гаряче водопостачання. Серед них – дитсадки та школа. Про це повідомили в пресслужбі «Черкаситеплокомуненерго». Причина…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/majzhe-dva-tizhni-cherkaski-budinki-budut-bez-garyachoyi-vodi-adresi/,
«Різвяний караван казок» для малечі з прифронтових містечок вже не перший рік поспіль організовують військові. Що року до привітаньмалечі долучається й корпорація АТБ.,«Різвяний караван казок» для малечі з прифронтових містечок вже не перший рік поспіль організовують військові. Що року до привітаньмалечі долучається й корпорація АТБ.,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini-na-vikka/yekonomichni-novini/rizdvyanij-karavan-kazok-vid-atb-video/,
Прибрати в квартирі, приготувати обід, підняти відро води. Ще п’ять місяців тому для черкащанина Володимира Уманця це було неможливо. Все змінилося після того, як чоловікові…,Прибрати в квартирі, приготувати обід, підняти відро води. Ще п’ять місяців тому для черкащанина Володимира Уманця це було неможливо. Все змінилося після того, як чоловікові…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/yak-transplantaciya-sercya-zminila-zhittya-cherkashhanina-video/,
Водолази та медики ДСНС провели майстер-клас безпечного пірнання на Водохреще 14 cічня на березі річки Дніпро. Про це інформує пресслужба Управління ДСНС України Під час…,Водолази та медики ДСНС провели майстер-клас безпечного пірнання на Водохреще 14 cічня на березі річки Дніпро. Про це інформує пресслужба Управління ДСНС України Під час…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkashhanam-pokazali-yak-pravilno-zanuryuvatisya-na-vodoxreshhe/,
Повний випуск ВІККА - Новин в якому ми розкажемо вам про продовження замінуваннь, успішну трансплантацію, правильне моржування та багато іншого.,Повний випуск ВІККА - Новин в якому ми розкажемо вам про продовження замінуваннь, успішну трансплантацію, правильне моржування та багато іншого.,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini-na-vikka/vikka-novini-14-01-2022-video/,
Сьогодні, 14 січня, виповнюється два роки з дня аварії, в якій загинув директор черкаської школи № 19 Юрій Лункін. Попри резонансність цієї справи, вироку суду…,Сьогодні, 14 січня, виповнюється два роки з дня аварії, в якій загинув директор черкаської школи № 19 Юрій Лункін. Попри резонансність цієї справи, вироку суду…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/vinuvatcya-smertelnoyi-dtp-de-zaginuv-lunkin-dosi-ne-zasudili-video/,
В офісі президента обговорюють можливість введення талонів на їжу. Продуктові картки, швидше за все, отримають найменш захищені верстви населення. І хоча талони на продукти асоціюються у нас…,В офісі президента обговорюють можливість введення талонів на їжу. Продуктові картки, швидше за все, отримають найменш захищені верстви населення. І хоча талони на продукти асоціюються у нас…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/taloni-na-produkti-v-ukrayini-xto-i-koli-otrimaye/,
Перенесений матч 4 туру чемпіонату України з футзалу серед жіночих команд вищої ліги (група №2) сезону 2021/2022 років відбудеться завтра у місті Черкаси. Про це…,Перенесений матч 4 туру чемпіонату України з футзалу серед жіночих команд вищої ліги (група №2) сезону 2021/2022 років відбудеться завтра у місті Черкаси. Про це…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/sport/cherkaski-futzalistki-zigrayut-vdoma-zi-lvivskoyu-komandoyu/,
В Україні збільшили заробітну плату медикам комунальних та державних закладів. Про це інформують на сайті Міністерства охорони здоров'я. Відповідну постанову ухвалив Кабмін. Документ передбачає підвищення…,В Україні збільшили заробітну плату медикам комунальних та державних закладів. Про це інформують на сайті Міністерства охорони здоров'я. Відповідну постанову ухвалив Кабмін. Документ передбачає підвищення…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/zdorovya/mediki-na-cherkashhini-otrimuvatimut-bilshu-zarplatnyu/,
Фонд заробітної плати ТОП-чиновників Уманської РДА у минулому році перевищив 1 млн. грн. У голови райдержадміністрації Ігоря Миклащука троє заступників. Телеканал ВІККА продовжує моніторинг заробітних…,Фонд заробітної плати ТОП-чиновників Уманської РДА у минулому році перевищив 1 млн. грн. У голови райдержадміністрації Ігоря Миклащука троє заступників. Телеканал ВІККА продовжує моніторинг заробітних…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/zoloti-chinovniki-yaka-zarplata-u-kerivnictva-umanskoyi-rda/,
Завершились етапи міських предметних олімпіад, за результатами яких 182 черкаських учні-переможці з 7-11 класів представлятимуть наше місто на ІІІ (обласному) етапі Всеукраїнських олімпіад. Про це…,Завершились етапи міських предметних олімпіад, за результатами яких 182 черкаських учні-переможці з 7-11 класів представлятимуть наше місто на ІІІ (обласному) етапі Всеукраїнських олімпіад. Про це…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/majzhe-200-uchniv-z-mista-cherkasi-vizmut-uchast-v-oblasnix-olimpiadax/,
На Черкащині сталося аномальне підвищення температури, ще вчора температура повітря була приблизно -17º,  а вже сьогодні +2º та рвучкий вітер. Про це повідомляє на своїй…,На Черкащині сталося аномальне підвищення температури, ще вчора температура повітря була приблизно -17º,  а вже сьогодні +2º та рвучкий вітер. Про це повідомляє на своїй…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/na-cherkashhini-stalosya-anomalne-pidvishhennya-temperaturi/,
До кінця січня сухі ялинки й сосни жителі міста зможуть залишити на майданчику поруч із контейнерами для збору твердих побутових відходів. Про це повідомляють у…,До кінця січня сухі ялинки й сосни жителі міста зможуть залишити на майданчику поруч із контейнерами для збору твердих побутових відходів. Про це повідомляють у…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/kudi-divati-pislya-svyat-yalinki-i-sosni-zhitelyam-cherkas/,
У 2021 році компанія розширила мережу на 25 маркетів і нині налічує 120 магазинів, увійшла в ТОП-10 компаній України за кількістю торгових маркетів, вийшла на…,У 2021 році компанія розширила мережу на 25 маркетів і нині налічує 120 магазинів, увійшла в ТОП-10 компаній України за кількістю торгових маркетів, вийшла на…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/yevgen-tertishnij-najgrandioznishi-proekti-fajno-market-poperedu/,
Директор Черкаського обласного онкологічного диспансеру Віктор Парамонов підбив підсумки минулого року й розповів, що вважає головними досягненнями закладу, як змінився колектив і які перспективи медицини…,Директор Черкаського обласного онкологічного диспансеру Віктор Парамонов підбив підсумки минулого року й розповів, що вважає головними досягненнями закладу, як змінився колектив і які перспективи медицини…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/zdorovya/viktor-paramonov-medicina-maye-pracyuvati-sistemno-a-ne-trimatisya-na-poodinokix-vipadkax/,
У Черкасах учень дев'ятого класу однієї зі шкіл міста вирішив закурити в класі прямо під час уроку. Вчителька викликала працівників ювенальної поліції Черкаського районного управління…,У Черкасах учень дев'ятого класу однієї зі шкіл міста вирішив закурити в класі прямо під час уроку. Вчителька викликала працівників ювенальної поліції Черкаського районного управління…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/u-cherkaskij-shkoli-uchen-zakuriv-na-uroci-na-matir-sklali-protokol/,
Соцмережами поширюють повідомлення про те, що хвиля мінувань й перші хакерські атаки на сайти держустанов є спробою росіян дестабілізувати ситуацію в Україні. У повідомленні згадується…,Соцмережами поширюють повідомлення про те, що хвиля мінувань й перші хакерські атаки на сайти держустанов є спробою росіян дестабілізувати ситуацію в Україні. У повідомленні згадується…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/u-socmerezhax-shiryatsya-chutki-shho-zaminuvannya-j-xakerski-ataki-mayut-rosijske-korinnya/,
Черкаські благодійники 13 січня подарували для дітей з Вільшанської спеціальної школи-інтернат похід у кіно. Про це повідомив волонтер Павло Собко. Він розповів, що кінотеатр у…,Черкаські благодійники 13 січня подарували для дітей з Вільшанської спеціальної школи-інтернат похід у кіно. Про це повідомив волонтер Павло Собко. Він розповів, що кінотеатр у…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkashchina/cherkaski-volonteri-podaruvali-dityam-z-internatu-seans-u-kino/,
На Черкащині за добу у 292 черкащан зафіксували коронавірус. Одужали 152 особи. Про це повідомила заступниця голови Черкаської ОДА Лариса Кошова. З лабораторно підтвердженим вірусом…,На Черкащині за добу у 292 черкащан зафіксували коронавірус. Одужали 152 особи. Про це повідомила заступниця голови Черкаської ОДА Лариса Кошова. З лабораторно підтвердженим вірусом…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/majzhe-300-cherkashhan-zaxvorili-na-covid-19/,
Влада Сміли виставила на аукціон 49% статутному капіталу ТОВ “Екран-Плюс” за 2,6 млн. грн. Аукціон має відбутися 25 січня. Оголошення про проведення торгів розміщено на…,Влада Сміли виставила на аукціон 49% статутному капіталу ТОВ “Екран-Плюс” за 2,6 млн. грн. Аукціон має відбутися 25 січня. Оголошення про проведення торгів розміщено на…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/vlada-smili-prodaye-kinoteatr-tam-bude-torgovij-centr/,
Міський голова Черкас Анатолій Бондаренко прокоментував хвилю фальшивих замінувань у черкаських школах. Про це він зазначив на своїй сторінці у Facebook. Сьогодні вже третій день,…,Міський голова Черкас Анатолій Бондаренко прокоментував хвилю фальшивих замінувань у черкаських школах. Про це він зазначив на своїй сторінці у Facebook. Сьогодні вже третій день,…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/yakshho-ce-bude-povtoryuvatisya-mi-perejdemo-na-distancijne-navchannya-anatolij-bondarenko/,
Пожежа автомобіля виникла 14 січня близько 05:35 коло села Маліївка на Золотоніщині. Про це інформує пресслужба Управління ДСНС України у Черкаській області. До Центру управління…,Пожежа автомобіля виникла 14 січня близько 05:35 коло села Маліївка на Золотоніщині. Про це інформує пресслужба Управління ДСНС України у Черкаській області. До Центру управління…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/na-zolotonishhini-vogneborci-likviduvali-pozhezhu-avtomobilya/,
Поліція Звенигородщини викрила й затримала чоловіка, який за шахрайською схемою «ваш родич у біді» обдурив трьох пенсіонерок. Про це інформують у пресслужбі ГУНП в Черкаській…,Поліція Звенигородщини викрила й затримала чоловіка, який за шахрайською схемою «ваш родич у біді» обдурив трьох пенсіонерок. Про це інформують у пресслужбі ГУНП в Черкаській…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkashchina/u-zvenigorodci-zatrimali-shaxraya-yakij-vimaniv-u-pensionerok-90-tisyach-griven-video/,
На Черкащині до 6 років ув’язнення засуджено одного з учасників міжнародного злочинного угруповання. Він був членом розгалуженої мережі наркокур’єрів, які ввозили в Україну кокаїн з…,На Черкащині до 6 років ув’язнення засуджено одного з учасників міжнародного злочинного угруповання. Він був членом розгалуженої мережі наркокур’єрів, які ввозили в Україну кокаїн з…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkashchina/na-cherkashhini-zasudili-narkokuryera-yakij-perevoziv-partiyu-kokayinu-z-za-kordonu/,
Знову надійшло повідомлення про замінування всіх шкіл у місті. Про це йдеться в дописі заступниці міського голови Черкас Анастасії Чубіної. Усіх дітей та працівників шкіл…,Знову надійшло повідомлення про замінування всіх шкіл у місті. Про це йдеться в дописі заступниці міського голови Черкас Анастасії Чубіної. Усіх дітей та працівників шкіл…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/cherkasy/u-cherkasax-znovu-povidomili-pro-zaminuvannya-vsix-shkil-onovlyuyetsya/,
14 січня відзначають: Всесвітній день логіки День проти прокрастинації День організації домашнього затишку День приведення свого робочого місця в порядок День чарівного одягу для свого…,14 січня відзначають: Всесвітній день логіки День проти прокрастинації День організації домашнього затишку День приведення свого робочого місця в порядок День чарівного одягу для свого…,#span,#noscript,#p,#a,#div,#img,#h2,https://www.vikka.ua/novini/14-sichnya-istorichnij-dajdzhest-imeninniki-i-prikmeti/,
